name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
A1	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A2	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A3	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A4	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A5	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A6	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A7	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A8	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A9	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A10	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A11	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A12	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	spiking
A13	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A14	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A15	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A16	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A17	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A18	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A19	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A20	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A21	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A22	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A23	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A24	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A25	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A26	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A27	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A28	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A29	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A30	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A31	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A32	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A33	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A34	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A35	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A36	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A37	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A38	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A39	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A40	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A41	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A42	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A43	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	seizure onset zone
A44	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A45	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A46	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A47	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A48	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A49	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	bad	artifact
A50	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A51	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
A52	ECOG	μV	0.016	300	n/a	n/a	1000	n/a	n/a	good	n/a
